id,kind,label,owner_domain,criticality,fidelity,twin_ref,repo,sha,identity_model,build,health,fidelity_evidence,confidence,lanes,source_refs
topic:s2p/s2p-vendor-experience-kafka_or_queue-3e5fff128ae3fda4,topic,service/payment_service.go:EnqueuePayment(),vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:3e5fff128ae3fda4
topic:s2p/s2p-vendor-experience-kafka_or_queue-3eb94b360840f131,topic,GetConfig,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:3eb94b360840f131
topic:s2p/s2p-vendor-experience-kafka_or_queue-4742d1b0c803dc6d,topic,queue/payment_consumer.go:Process(),vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:4742d1b0c803dc6d
topic:s2p/s2p-vendor-experience-kafka_or_queue-4b8c6e179fda7fc1,topic,auto_offset_reset='earliest',vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:4b8c6e179fda7fc1
topic:s2p/s2p-vendor-experience-kafka_or_queue-53799004feaf4a5e,topic,orders,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:53799004feaf4a5e
topic:s2p/s2p-vendor-experience-kafka_or_queue-539e875b9083b0a0,topic,queue/bharatqr_consumer.go:Process(),vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:539e875b9083b0a0
topic:s2p/s2p-vendor-experience-kafka_or_queue-53e502c80526158d,topic,KafkaQueue.KafkaProducer,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:53e502c80526158d
topic:s2p/s2p-vendor-experience-kafka_or_queue-5630ac630102a065,topic,", map[string]interface{}{",vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:5630ac630102a065
topic:s2p/s2p-vendor-experience-kafka_or_queue-579d9bb19ff48d09,topic,rate(node_disk_io_time_weighted_seconds_total[$__rate_interval]),vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:579d9bb19ff48d09
topic:s2p/s2p-vendor-experience-kafka_or_queue-5d273d7ed57ae6b6,topic,github.com/razorpay/goutils/kafka/v2,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:5d273d7ed57ae6b6
topic:s2p/s2p-vendor-experience-kafka_or_queue-65f45ae0c3f22db7,topic,schema-changes.api-master,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:65f45ae0c3f22db7
topic:s2p/s2p-vendor-experience-kafka_or_queue-68532c73cdd85932,topic,payment.created,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:68532c73cdd85932
topic:s2p/s2p-vendor-experience-kafka_or_queue-6a79210fe6f17353,topic,http://localstack.localstack.svc.cluster.local:4566/000000000000/<queue-name>-<label>,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:6a79210fe6f17353
topic:s2p/s2p-vendor-experience-kafka_or_queue-6e670f9eeeb61ef3,topic,node_load1,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:6e670f9eeeb61ef3
topic:s2p/s2p-vendor-experience-kafka_or_queue-6f247c6ad1103d80,topic,tcp4,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:6f247c6ad1103d80
topic:s2p/s2p-vendor-experience-kafka_or_queue-71ef2f4037e11248,topic,toml:,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:71ef2f4037e11248
topic:s2p/s2p-vendor-experience-kafka_or_queue-77100782dc3560c4,topic,payment.created,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:77100782dc3560c4
topic:s2p/s2p-vendor-experience-kafka_or_queue-7865c6da535031da,topic,secretKey,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:7865c6da535031da
topic:s2p/s2p-vendor-experience-kafka_or_queue-79eeb8eb8a46d87a,topic, | ,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:79eeb8eb8a46d87a
topic:s2p/s2p-vendor-experience-kafka_or_queue-7a69cd448f24ee1b,topic,deleteExistingTopic,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:7a69cd448f24ee1b
topic:s2p/s2p-vendor-experience-kafka_or_queue-7b810f23c48a5270,topic,consumer type is not user,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:7b810f23c48a5270
topic:s2p/s2p-vendor-experience-kafka_or_queue-84c81b895023bc2a,topic,api-master,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:84c81b895023bc2a
topic:s2p/s2p-vendor-experience-kafka_or_queue-8ca59cfe8b21424f,topic,payment.events,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:8ca59cfe8b21424f
topic:s2p/s2p-vendor-experience-kafka_or_queue-923625067d0ea2e6,topic, internal/ | grep -oP 'topic.*,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:923625067d0ea2e6
topic:s2p/s2p-vendor-experience-kafka_or_queue-97554e36e232f145,topic,vendor-entity-updates-event,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:97554e36e232f145
topic:s2p/s2p-vendor-experience-kafka_or_queue-9962731f13aeaa10,topic,].(map[string]interface{})[,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:9962731f13aeaa10
topic:s2p/s2p-vendor-experience-kafka_or_queue-9bd966bc90feff9f,topic,activation.status.compensate,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:9bd966bc90feff9f
topic:s2p/s2p-vendor-experience-kafka_or_queue-9ed5d01cfe3faf6c,topic,']redis[,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:9ed5d01cfe3faf6c
topic:s2p/s2p-vendor-experience-kafka_or_queue-9ee53b44cbba1a7c,topic,Redis,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:9ee53b44cbba1a7c
topic:s2p/s2p-vendor-experience-kafka_or_queue-a0ac251291fee411,topic,: [,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:a0ac251291fee411
topic:s2p/s2p-vendor-experience-kafka_or_queue-a3175edc5818b935,topic,ready,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:a3175edc5818b935
topic:s2p/s2p-vendor-experience-kafka_or_queue-a502e38ee4f3c689,topic,payment.created.v2,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:a502e38ee4f3c689
topic:s2p/s2p-vendor-experience-kafka_or_queue-a5f005bfaaf30dd2,topic, — ,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:a5f005bfaaf30dd2
topic:s2p/s2p-vendor-experience-kafka_or_queue-a6c2f3b0ef423c96,topic,api_key,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:a6c2f3b0ef423c96
topic:s2p/s2p-vendor-experience-kafka_or_queue-ab860bd5133d23f0,topic,2024-01-15T10:30:00Z,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:ab860bd5133d23f0
topic:s2p/s2p-vendor-experience-kafka_or_queue-afe59e128bdcb7aa,topic,queue/payment_consumer.go:Process(),vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:afe59e128bdcb7aa
topic:s2p/s2p-vendor-experience-kafka_or_queue-b113040f40e16571,topic, is a VARCHAR partition column in format ,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:b113040f40e16571
topic:s2p/s2p-vendor-experience-kafka_or_queue-b135f475aea9716c,topic,FetchUserIdForType,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:b135f475aea9716c
topic:s2p/s2p-vendor-experience-kafka_or_queue-bccacbd795812145,topic,cdc.<source_db>.<table_name>,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:bccacbd795812145
topic:s2p/s2p-vendor-experience-kafka_or_queue-bd50aeacaba17421,topic,kafka_consumer,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:bd50aeacaba17421
topic:s2p/s2p-vendor-experience-kafka_or_queue-bdf6a752935714b7,topic,internal/kafka-consumers/activation_consumer.go,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:bdf6a752935714b7
topic:s2p/s2p-vendor-experience-kafka_or_queue-c2995264db7fb3fc,topic,topic,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:c2995264db7fb3fc
topic:s2p/s2p-vendor-experience-kafka_or_queue-c44cc0dced949e66,topic,payments,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:c44cc0dced949e66
topic:s2p/s2p-vendor-experience-kafka_or_queue-c488a6db9b4c9e65,topic,producer_company,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:c488a6db9b4c9e65
topic:s2p/s2p-vendor-experience-kafka_or_queue-c5088808ab5e638a,topic,FetchUserIdForType,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:c5088808ab5e638a
topic:s2p/s2p-vendor-experience-kafka_or_queue-c929c2364c567d16,topic,check_task_queue_libraries(),vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:c929c2364c567d16
topic:s2p/s2p-vendor-experience-kafka_or_queue-d1381925ac1335a1,topic,alerts,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:d1381925ac1335a1
topic:s2p/s2p-vendor-experience-kafka_or_queue-d456f68987f12445,topic,payments_enriched,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:d456f68987f12445
topic:s2p/s2p-vendor-experience-kafka_or_queue-d7f02628ba1f2ee1,topic,YYYY-MM-DD,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:d7f02628ba1f2ee1
topic:s2p/s2p-vendor-experience-kafka_or_queue-dcc8d6970c95eb58,topic,consumer type is not admin,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:dcc8d6970c95eb58
topic:s2p/s2p-vendor-experience-kafka_or_queue-e1df0ef7eded988d,topic, — ,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:e1df0ef7eded988d
topic:s2p/s2p-vendor-experience-kafka_or_queue-e226d7976130efbf,topic,tcp4,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:e226d7976130efbf
topic:s2p/s2p-vendor-experience-kafka_or_queue-e5b3dca668c1b075,topic,api_key,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:e5b3dca668c1b075
topic:s2p/s2p-vendor-experience-kafka_or_queue-e6a3742105b235a1,topic,**/kafka**,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:e6a3742105b235a1
topic:s2p/s2p-vendor-experience-kafka_or_queue-e6bebb506d9d4f90,topic,: [,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:e6bebb506d9d4f90
topic:s2p/s2p-vendor-experience-kafka_or_queue-e7acaf36a45afa0c,topic,*bold name*,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:e7acaf36a45afa0c
topic:s2p/s2p-vendor-experience-kafka_or_queue-e81a072d200c54f3,topic,].(map[string]interface{})[,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:e81a072d200c54f3
topic:s2p/s2p-vendor-experience-kafka_or_queue-ea1123ccffba1f9a,topic,notification-service-payment-created,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:ea1123ccffba1f9a
topic:s2p/s2p-vendor-experience-kafka_or_queue-f16814608bdb1620,topic,\']redis[,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:f16814608bdb1620
topic:s2p/s2p-vendor-experience-kafka_or_queue-f1e9bb3de4a170f9,topic,deleteExistingTopic: false,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:f1e9bb3de4a170f9
topic:s2p/s2p-vendor-experience-kafka_or_queue-f4199f067731df5b,topic,].(map[string]interface{})[,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:f4199f067731df5b
topic:s2p/s2p-vendor-experience-kafka_or_queue-f4d45d9a4ae4e3da,topic,activation-task-queue,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:f4d45d9a4ae4e3da
topic:s2p/s2p-vendor-experience-kafka_or_queue-f8563858166cc5f4,topic,toml:,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:f8563858166cc5f4
topic:s2p/s2p-vendor-experience-kafka_or_queue-f9f9deca472b6656,topic,merchant.activation.events,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:f9f9deca472b6656
topic:s2p/s2p-vendor-experience-kafka_or_queue-fcfd07ebcf1c6a5b,topic,kafka_producer,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-experience,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-experience:kafka_or_queue:fcfd07ebcf1c6a5b
topic:s2p/s2p-vendor-payments-kafka_or_queue-0070bcd5a316ae15,topic,func.x.vendor-payments.accounting-payouts.status-update,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:0070bcd5a316ae15
topic:s2p/s2p-vendor-payments-kafka_or_queue-012afc8a3c27d569,topic,x.vendor-payments.accounting-payouts.status-update,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:012afc8a3c27d569
topic:s2p/s2p-vendor-payments-kafka_or_queue-020ebd87d2703cdc,topic,vendor-payments,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:020ebd87d2703cdc
topic:s2p/s2p-vendor-payments-kafka_or_queue-03ac51f90f8f3d62,topic,RETRY_EXHAUSTED_ELASTIC_DATA_INGESTION_CONSUMER_ERROR,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:03ac51f90f8f3d62
topic:s2p/s2p-vendor-payments-kafka_or_queue-041d5b87334abdd5,topic,OCR_CONSUMER_VERYFI_ERROR,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:041d5b87334abdd5
topic:s2p/s2p-vendor-payments-kafka_or_queue-0495867a473f5389,topic,OcrAllowedQueues,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:0495867a473f5389
topic:s2p/s2p-vendor-payments-kafka_or_queue-04c2a795add3dda4,topic,github.com/razorpay/vendor-payments/internal/sendemail/producer,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:04c2a795add3dda4
topic:s2p/s2p-vendor-payments-kafka_or_queue-06093e210df0cc6b,topic,CONTACT_UPDATED_CONSUMER_ERROR,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:06093e210df0cc6b
topic:s2p/s2p-vendor-payments-kafka_or_queue-069cc5d322b9c0e1,topic,json:,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:069cc5d322b9c0e1
topic:s2p/s2p-vendor-payments-kafka_or_queue-06e9ed61e74a791f,topic,github.com/razorpay/vendor-payments/internal/common/kafka/producer,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:06e9ed61e74a791f
topic:s2p/s2p-vendor-payments-kafka_or_queue-07107b4f81cb5a02,topic,github.com/razorpay/vendor-payments/internal/common/kafka/producer,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:07107b4f81cb5a02
topic:s2p/s2p-vendor-payments-kafka_or_queue-071616def99200d4,topic,prod-vp-gstr-2b-recon,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:071616def99200d4
topic:s2p/s2p-vendor-payments-kafka_or_queue-0848d2d45c84d6c3,topic,stage-tds,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:0848d2d45c84d6c3
