from,to,type,via,identity,fidelity,confidence,source_refs
worker:fts/rbl::direct::upi::check_transfer_status,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/rbl::direct::upi::check_transfer_status,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/rbl::direct::upi::check_transfer_status,queue:fts_live_rbl_direct_upi_check_transfer_status,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:149
worker:fts/rbl::direct::upi::check_transfer_status,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/rbl::direct::upi::initiate_transfer,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/rbl::direct::upi::initiate_transfer,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/rbl::direct::upi::initiate_transfer,queue:fts_live_rbl_direct_upi_initiate_transfer,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:148
worker:fts/rbl::direct::upi::initiate_transfer,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/rbl::imps::check_transfer_status,db:fts/mysql,reads,,,,confirmed,
worker:fts/rbl::imps::check_transfer_status,db:fts/mysql,writes,,,real_source_running,confirmed,
worker:fts/rbl::imps::check_transfer_status,db:fts/redis,depends_on,mutex + machinery broker,,real_source_running,confirmed,
worker:fts/rbl::imps::check_transfer_status,queue:fts_live_rbl_imps_check_transfer_status,consumes,,,real_source_running,confirmed,fts/config/env.default.toml:139
worker:fts/rbl::imps::check_transfer_status,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,high_fidelity_replacement,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/rbl::imps::initiate_transfer,db:fts/mysql,reads,,,,confirmed,
worker:fts/rbl::imps::initiate_transfer,db:fts/mysql,writes,,,real_source_running,confirmed,
worker:fts/rbl::imps::initiate_transfer,db:fts/redis,depends_on,mutex + machinery broker,,real_source_running,confirmed,
worker:fts/rbl::imps::initiate_transfer,queue:fts_live_rbl_imps_initiate_transfer,consumes,,,real_source_running,confirmed,fts/config/env.default.toml:138
worker:fts/rbl::imps::initiate_transfer,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,high_fidelity_replacement,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/rbl::initiate_transfer,db:fts/mysql,reads,,,,confirmed,
worker:fts/rbl::initiate_transfer,db:fts/mysql,writes,,,real_source_running,confirmed,
worker:fts/rbl::initiate_transfer,db:fts/redis,depends_on,mutex + machinery broker,,real_source_running,confirmed,
worker:fts/rbl::initiate_transfer,queue:fts_live_rbl_initiate_transfer,consumes,,,real_source_running,confirmed,fts/config/env.default.toml:143
worker:fts/rbl::initiate_transfer,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,high_fidelity_replacement,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/rbl::upi::check_transfer_status,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/rbl::upi::check_transfer_status,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/rbl::upi::check_transfer_status,queue:fts_live_rbl_upi_check_transfer_status,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:146
worker:fts/rbl::upi::check_transfer_status,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/rbl::upi::hv::check_transfer_status,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/rbl::upi::hv::check_transfer_status,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/rbl::upi::hv::check_transfer_status,queue:fts_live_rbl_upi_hv_check_transfer_status,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:279
worker:fts/rbl::upi::hv::check_transfer_status,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/rbl::upi::hv::initiate_transfer,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/rbl::upi::hv::initiate_transfer,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/rbl::upi::hv::initiate_transfer,queue:fts_live_rbl_upi_hv_initiate_transfer,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:278
worker:fts/rbl::upi::hv::initiate_transfer,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/rbl::upi::initiate_transfer,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/rbl::upi::initiate_transfer,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/rbl::upi::initiate_transfer,queue:fts_live_rbl_upi_initiate_transfer,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:145
worker:fts/rbl::upi::initiate_transfer,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/rbl::v4::init_and_check_status,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/rbl::v4::init_and_check_status,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/rbl::v4::init_and_check_status,queue:fts_live_rbl_v4_init_and_check_status,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:200
worker:fts/rbl::v4::init_and_check_status,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/rbl::v5::check_transfer_status,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/rbl::v5::check_transfer_status,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/rbl::v5::check_transfer_status,queue:fts_live_default,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:113
worker:fts/rbl::v5::check_transfer_status,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/rbl::v5::initiate_transfer,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/rbl::v5::initiate_transfer,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/rbl::v5::initiate_transfer,queue:fts_live_default,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:113
worker:fts/rbl::v5::initiate_transfer,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/rbl_check_bulk_transfer_status,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/rbl_check_bulk_transfer_status,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/rbl_check_bulk_transfer_status,queue:fts_live_rbl_check_bulk_transfer_status,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:172
worker:fts/rbl_check_bulk_transfer_status,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/rbl_initiate_attempt_bulk,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/rbl_initiate_attempt_bulk,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/rbl_initiate_attempt_bulk,queue:fts_live_rbl_initiate_attempt_bulk,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:171
worker:fts/rbl_initiate_attempt_bulk,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/rbl_process_attempt_bulk,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/rbl_process_attempt_bulk,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/rbl_process_attempt_bulk,queue:fts_live_rbl_process_attempt_bulk,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:170
worker:fts/register_beneficiary,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/register_beneficiary,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/register_beneficiary,queue:fts_live_register_beneficiary,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:129
worker:fts/register_beneficiary,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/retry_preprocessor_status_update,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/retry_preprocessor_status_update,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/retry_preprocessor_status_update,queue:fts_live_retry_preprocessor_status_update,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:155
worker:fts/retry_transfer,db:fts/mysql,reads,,,,confirmed,
worker:fts/retry_transfer,db:fts/mysql,writes,,,real_source_running,confirmed,
worker:fts/retry_transfer,db:fts/redis,depends_on,mutex + machinery broker,,real_source_running,confirmed,
worker:fts/retry_transfer,queue:fts_live_retry_transfer,consumes,,,real_source_running,confirmed,fts/config/env.default.toml:153
worker:fts/retry_transfer,state:fts_transfer/retry,transitions,event_retry (retriable error codes; per-bank [retry.backoff] tables),,real_source_running,confirmed,fts/internal/providers/mozart/error_code.go:955-970;fts/config/env.default.toml:965-5490
worker:fts/retry_transfer_preprocessor,db:fts/mysql,reads,,,,confirmed,
worker:fts/retry_transfer_preprocessor,db:fts/mysql,writes,,,real_source_running,confirmed,
worker:fts/retry_transfer_preprocessor,db:fts/redis,depends_on,mutex + machinery broker,,real_source_running,confirmed,
worker:fts/retry_transfer_preprocessor,ext:xas,calls,FetchAccountStatementByMultipleReferences (debit/credit presence gate before retry),,behavioural_placeholder,confirmed,fts/internal/transfer/retry_preprocessor_service.go:238-299;fts/internal/providers/xas/fetch_by_multiple_references.go:1
worker:fts/retry_transfer_preprocessor,queue:fts_live_retry_transfer_preprocessor,consumes,,,real_source_running,confirmed,fts/config/env.default.toml:154
worker:fts/retry_transfer_source_update,db:fts/mysql,reads,,,,confirmed,
worker:fts/retry_transfer_source_update,db:fts/mysql,writes,,,real_source_running,confirmed,
worker:fts/retry_transfer_source_update,db:fts/redis,depends_on,mutex + machinery broker,,real_source_running,confirmed,
worker:fts/retry_transfer_source_update,identity:service-basic-auth:fts-to-payouts,authenticates,,,real_source_running,confirmed,fts/internal/providers/payouts/provider.go:21
worker:fts/retry_transfer_source_update,queue:fts_live_retry_transfer_source_update,consumes,,,real_source_running,confirmed,fts/config/env.default.toml:156
worker:fts/slice::direct::imps::check_transfer_status,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/slice::direct::imps::check_transfer_status,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/slice::direct::imps::check_transfer_status,queue:fts_live_slice_direct_imps_check_transfer_status,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:233
worker:fts/slice::direct::imps::check_transfer_status,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/slice::direct::imps::initiate_transfer,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/slice::direct::imps::initiate_transfer,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/slice::direct::imps::initiate_transfer,queue:fts_live_slice_direct_imps_initiate_transfer,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:232
worker:fts/slice::direct::imps::initiate_transfer,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/slice::direct::neft::check_transfer_status,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/slice::direct::neft::check_transfer_status,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/slice::direct::neft::check_transfer_status,queue:fts_live_slice_direct_neft_check_transfer_status,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:235
worker:fts/slice::direct::neft::check_transfer_status,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/slice::direct::neft::initiate_transfer,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/slice::direct::neft::initiate_transfer,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/slice::direct::neft::initiate_transfer,queue:fts_live_slice_direct_neft_initiate_transfer,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:234
worker:fts/slice::direct::neft::initiate_transfer,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/slice::direct::rtgs::check_transfer_status,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/slice::direct::rtgs::check_transfer_status,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/slice::direct::rtgs::check_transfer_status,queue:fts_live_slice_direct_rtgs_check_transfer_status,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:237
worker:fts/slice::direct::rtgs::check_transfer_status,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/slice::direct::rtgs::initiate_transfer,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/slice::direct::rtgs::initiate_transfer,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/slice::direct::rtgs::initiate_transfer,queue:fts_live_slice_direct_rtgs_initiate_transfer,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:236
worker:fts/slice::direct::rtgs::initiate_transfer,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/slice::direct::upi::check_transfer_status,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/slice::direct::upi::check_transfer_status,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/slice::direct::upi::check_transfer_status,queue:fts_live_slice_direct_upi_check_transfer_status,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:231
worker:fts/slice::direct::upi::check_transfer_status,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/slice::direct::upi::initiate_transfer,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/slice::direct::upi::initiate_transfer,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/slice::direct::upi::initiate_transfer,queue:fts_live_slice_direct_upi_initiate_transfer,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:230
worker:fts/slice::direct::upi::initiate_transfer,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/slice::imps::check_transfer_status,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/slice::imps::check_transfer_status,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/slice::imps::check_transfer_status,queue:fts_live_slice_imps_check_transfer_status,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:243
worker:fts/slice::imps::check_transfer_status,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/slice::imps::initiate_transfer,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/slice::imps::initiate_transfer,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/slice::imps::initiate_transfer,queue:fts_live_slice_imps_initiate_transfer,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:242
worker:fts/slice::imps::initiate_transfer,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/slice::neft::check_transfer_status,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/slice::neft::check_transfer_status,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/slice::neft::check_transfer_status,queue:fts_live_slice_neft_check_transfer_status,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:245
worker:fts/slice::neft::check_transfer_status,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/slice::neft::initiate_transfer,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/slice::neft::initiate_transfer,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/slice::neft::initiate_transfer,queue:fts_live_slice_neft_initiate_transfer,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:244
worker:fts/slice::neft::initiate_transfer,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/slice::rtgs::check_transfer_status,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/slice::rtgs::check_transfer_status,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/slice::rtgs::check_transfer_status,queue:fts_live_slice_rtgs_check_transfer_status,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:247
worker:fts/slice::rtgs::check_transfer_status,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/slice::rtgs::initiate_transfer,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/slice::rtgs::initiate_transfer,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/slice::rtgs::initiate_transfer,queue:fts_live_slice_rtgs_initiate_transfer,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:246
worker:fts/slice::rtgs::initiate_transfer,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/slice::upi::check_transfer_status,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/slice::upi::check_transfer_status,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/slice::upi::check_transfer_status,queue:fts_live_slice_upi_check_transfer_status,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:241
worker:fts/slice::upi::check_transfer_status,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/slice::upi::initiate_transfer,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/slice::upi::initiate_transfer,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/slice::upi::initiate_transfer,queue:fts_live_slice_upi_initiate_transfer,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:240
worker:fts/slice::upi::initiate_transfer,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/slice::v1::imps::check_transfer_status,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/slice::v1::imps::check_transfer_status,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/slice::v1::imps::check_transfer_status,queue:fts_live_slice_v1_imps_check_transfer_status,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:229
worker:fts/slice::v1::imps::check_transfer_status,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/slice::v1::imps::initiate_transfer,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/slice::v1::imps::initiate_transfer,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/slice::v1::imps::initiate_transfer,queue:fts_live_slice_v1_imps_initiate_transfer,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:228
worker:fts/slice::v1::imps::initiate_transfer,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/slice::v1::upi::check_transfer_status,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/slice::v1::upi::check_transfer_status,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/slice::v1::upi::check_transfer_status,queue:fts_live_slice_v1_upi_check_transfer_status,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:227
worker:fts/slice::v1::upi::check_transfer_status,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/slice::v1::upi::initiate_transfer,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/slice::v1::upi::initiate_transfer,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/slice::v1::upi::initiate_transfer,queue:fts_live_slice_v1_upi_initiate_transfer,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:226
